Year,Geography,Age Group,Gender,Indicators,VALUE
2023,Alberta,12 to 14 years,Female,"Perceived mental health, excellent or very good",36.5
2023,Alberta,12 to 14 years,Female,"Perceived mental health, fair or poor",67.5
2023,Alberta,12 to 14 years,Female,"Perceived mental health, fair or poor",56.6
2023,Alberta,12 to 14 years,Female,"Perceived mental health, fair or poor",78.4
2023,Alberta,12 to 14 years,Female,"Smoking, daily or occasionally",97.3
2023,Alberta,12 to 14 years,Female,"Smoking, daily or occasionally",93.7
2023,Alberta,12 to 14 years,Female,"Smoking, daily or occasionally",100.0
2023,Alberta,12 to 14 years,Female,"Smoking, daily",98.7
2023,Alberta,12 to 14 years,Female,"Smoking, daily",96.0
2023,Alberta,12 to 14 years,Female,"Smoking, daily",100.0
2023,Alberta,12 to 14 years,Female,Cannabis use in the past 12 months,70.8
2023,Alberta,12 to 14 years,Female,Cannabis use in the past 12 months,60.4
2023,Alberta,12 to 14 years,Female,Cannabis use in the past 12 months,81.3
2023,Alberta,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",93.6
2023,Alberta,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",87.8
2023,Alberta,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",99.4
2023,Alberta,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",79.0
2023,Alberta,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",69.5
2023,Alberta,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",88.5
2023,Alberta,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",78.7
2023,Alberta,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",67.0
2023,Alberta,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",90.4
2023,Alberta,12 to 14 years,Female,Headache,23400.0
2023,Alberta,12 to 14 years,Female,Headache,44.0
2023,Alberta,12 to 14 years,Female,Headache,32.0
2023,Alberta,12 to 14 years,Female,Headache,56.1
2023,Alberta,12 to 14 years,Female,Stomach ache,64.1
2023,Alberta,12 to 14 years,Female,Stomach ache,52.6
2023,Alberta,12 to 14 years,Female,Stomach ache,75.7
2023,Alberta,12 to 14 years,Female,Backache,33200.0
2023,Alberta,12 to 14 years,Female,Backache,57.2
2023,Alberta,12 to 14 years,Female,Backache,45.4
2023,Alberta,12 to 14 years,Female,Backache,68.9
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,22300.0
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,13300.0
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,31300.0
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,28.6
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,17.9
2023,Alberta,12 to 14 years,Female,Difficulties in getting to sleep,39.2
2023,Alberta,12 to 14 years,Female,Changed eating habits to manage weight,76.4
2023,Alberta,12 to 14 years,Female,Changed eating habits to manage weight,66.6
2023,Alberta,12 to 14 years,Female,Changed eating habits to manage weight,86.3
2023,Alberta,12 to 14 years,Female,"Changed eating habits to manage weight, daily",90.1
2023,Alberta,12 to 14 years,Female,"Changed eating habits to manage weight, daily",83.1
2023,Alberta,12 to 14 years,Female,"Changed eating habits to manage weight, daily",97.1
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,17600.0
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,9300.0
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,25900.0
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,22.6
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,12.5
2023,Alberta,12 to 14 years,Female,Met sleep guidelines in the last 7 days,32.7
2023,Alberta,12 to 14 years,Female,Preoccupied with a desire to be thinner,71.4
2023,Alberta,12 to 14 years,Female,Preoccupied with a desire to be thinner,60.9
2023,Alberta,12 to 14 years,Female,Preoccupied with a desire to be thinner,81.8
2023,Alberta,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",77.6
2023,Alberta,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",68.0
2023,Alberta,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",87.2
2023,Alberta,12 to 14 years,Female,Vomited to lose weight,97.0
2023,Alberta,12 to 14 years,Female,Vomited to lose weight,92.8
2023,Alberta,12 to 14 years,Female,Vomited to lose weight,100.0
2023,Alberta,12 to 14 years,Female,"Vomited to lose weight, daily",98.2
2023,Alberta,12 to 14 years,Female,"Vomited to lose weight, daily",94.7
2023,Alberta,12 to 14 years,Female,"Vomited to lose weight, daily",100.0
2023,Alberta,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",58.7
2023,Alberta,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",47.4
2023,Alberta,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",70.1
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",11400.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",5100.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",17700.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",18.4
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",9.1
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",27.8
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",15800.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",8400.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",23100.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",25.6
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",15.1
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",36.1
2023,Alberta,15 to 17 years,Male,Headache,9400.0
2023,Alberta,15 to 17 years,Male,Headache,4100.0
2023,Alberta,15 to 17 years,Male,Headache,14800.0
2023,Alberta,15 to 17 years,Male,Headache,15.6
2023,Alberta,15 to 17 years,Male,Headache,7.3
2023,Alberta,15 to 17 years,Male,Headache,23.8
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,9500.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,3600.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,15500.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,15.5
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,6.5
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,24.5
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",7900.0
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",2600.0
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",13300.0
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",12.8
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",4.5
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",21.1
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,11800.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,5800.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,17900.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,19.8
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,10.4
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,29.1
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",6100.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",1800.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",10500.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",10.1
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",3.3
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",17.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",7400.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",2400.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",12400.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",12.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",4.3
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",19.8
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",6500.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",2300.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",10600.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",10.5
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",3.9
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",17.2
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,13500.0
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,7200.0
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,19800.0
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,22.5
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,12.8
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,32.2
2023,Alberta,15 to 17 years,Male,Headache,8800.0
2023,Alberta,15 to 17 years,Male,Headache,3000.0
2023,Alberta,15 to 17 years,Male,Headache,14700.0
2023,Alberta,15 to 17 years,Male,Headache,14.5
2023,Alberta,15 to 17 years,Male,Headache,5.3
2023,Alberta,15 to 17 years,Male,Headache,23.7
2023,Alberta,15 to 17 years,Male,Backache,9200.0
2023,Alberta,15 to 17 years,Male,Backache,3100.0
2023,Alberta,15 to 17 years,Male,Backache,15200.0
2023,Alberta,15 to 17 years,Male,Backache,15.0
2023,Alberta,15 to 17 years,Male,Backache,5.7
2023,Alberta,15 to 17 years,Male,Backache,24.3
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,10800.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,4700.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,17000.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,17.6
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,8.3
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,26.9
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",7300.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",2700.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",11900.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",12.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",4.7
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",19.4
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",25200.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",56.8
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",44.4
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",69.2
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",24400.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",15600.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",33200.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",39.6
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",27.9
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",51.4
2023,Alberta,15 to 17 years,Male,Backache,7500.0
2023,Alberta,15 to 17 years,Male,Backache,2400.0
2023,Alberta,15 to 17 years,Male,Backache,12500.0
2023,Alberta,15 to 17 years,Male,Backache,12.2
2023,Alberta,15 to 17 years,Male,Backache,4.2
2023,Alberta,15 to 17 years,Male,Backache,20.3
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,8900.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,3700.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,14000.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,14.4
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,6.4
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,22.4
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",76.1
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",65.5
2023,Alberta,15 to 17 years,Male,"Life satisfaction, satisfied or very satisfied",86.7
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,23600.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,56.4
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,44.8
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,68.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",10600.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",3900.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",17200.0
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",17.1
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",7.2
2023,Alberta,15 to 17 years,Male,"Perceived health, excellent or very good",26.9
2023,Alberta,15 to 17 years,Male,"Perceived health, fair or poor",85.4
2023,Alberta,15 to 17 years,Male,"Perceived health, fair or poor",76.5
2023,Alberta,15 to 17 years,Male,"Perceived health, fair or poor",94.3
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",14000.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",7200.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",20700.0
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",22.7
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",12.7
2023,Alberta,15 to 17 years,Male,"Perceived mental health, excellent or very good",32.7
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",79.5
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",69.8
2023,Alberta,15 to 17 years,Male,"Perceived mental health, fair or poor",89.2
2023,Alberta,15 to 17 years,Male,"Smoking, daily or occasionally",94.1
2023,Alberta,15 to 17 years,Male,"Smoking, daily or occasionally",88.8
2023,Alberta,15 to 17 years,Male,"Smoking, daily or occasionally",99.5
2023,Alberta,15 to 17 years,Male,"Smoking, daily",97.4
2023,Alberta,15 to 17 years,Male,"Smoking, daily",93.5
2023,Alberta,15 to 17 years,Male,"Smoking, daily",100.0
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,26500.0
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,62.4
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,50.6
2023,Alberta,15 to 17 years,Male,Cannabis use in the past 12 months,74.1
2023,Alberta,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",94.7
2023,Alberta,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",90.0
2023,Alberta,15 to 17 years,Male,"Cannabis use in the past 12 months, daily or almost daily",99.3
2023,Alberta,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",75.8
2023,Alberta,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",65.6
2023,Alberta,15 to 17 years,Male,"Used  e-cigarette or vaping device, past 30 days",86.0
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",23600.0
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",14400.0
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",32800.0
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",66.7
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",51.2
2023,Alberta,15 to 17 years,Male,"Self-reported physical activity, average 60 or more minutes per day",82.2
2023,Alberta,15 to 17 years,Male,Headache,27800.0
2023,Alberta,15 to 17 years,Male,Headache,63.6
2023,Alberta,15 to 17 years,Male,Headache,51.7
2023,Alberta,15 to 17 years,Male,Headache,75.4
2023,Alberta,15 to 17 years,Male,Stomach ache,79.9
2023,Alberta,15 to 17 years,Male,Stomach ache,70.1
2023,Alberta,15 to 17 years,Male,Stomach ache,89.6
2023,Alberta,15 to 17 years,Male,Backache,29400.0
2023,Alberta,15 to 17 years,Male,Backache,66.0
2023,Alberta,15 to 17 years,Male,Backache,54.7
2023,Alberta,15 to 17 years,Male,Backache,77.3
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,32300.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,22100.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,52.5
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,40.0
2023,Alberta,15 to 17 years,Male,Difficulties in getting to sleep,65.0
2023,Alberta,15 to 17 years,Male,Changed eating habits to manage weight,86.8
2023,Alberta,15 to 17 years,Male,Changed eating habits to manage weight,79.3
2023,Alberta,15 to 17 years,Male,Changed eating habits to manage weight,94.3
2023,Alberta,15 to 17 years,Male,"Changed eating habits to manage weight, daily",94.0
2023,Alberta,15 to 17 years,Male,"Changed eating habits to manage weight, daily",89.1
2023,Alberta,15 to 17 years,Male,"Changed eating habits to manage weight, daily",98.9
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,9400.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,3600.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,15200.0
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,15.7
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,6.5
2023,Alberta,15 to 17 years,Male,Met sleep guidelines in the last 7 days,24.9
2023,Alberta,15 to 17 years,Male,Preoccupied with a desire to be thinner,83.5
2023,Alberta,15 to 17 years,Male,Preoccupied with a desire to be thinner,74.6
2023,Alberta,15 to 17 years,Male,Preoccupied with a desire to be thinner,92.4
2023,Alberta,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",93.7
2023,Alberta,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",88.1
2023,Alberta,15 to 17 years,Male,"Preoccupied with a desire to be thinner, daily",99.3
2023,Alberta,15 to 17 years,Male,Vomited to lose weight,100.0
2023,Alberta,15 to 17 years,Male,Vomited to lose weight,100.0
2023,Alberta,15 to 17 years,Male,Vomited to lose weight,100.0
2023,Alberta,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Alberta,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Alberta,15 to 17 years,Male,"Vomited to lose weight, daily",100.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",75.0
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",65.1
2023,Alberta,15 to 17 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",84.9
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",15700.0
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",8500.0
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",22800.0
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",27.0
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",16.1
2023,Alberta,15 to 17 years,Female,"Perceived health, excellent or very good",38.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",18400.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",10900.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",25900.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",31.7
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",20.4
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",43.0
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",9700.0
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",4300.0
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",15200.0
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",17.2
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",8.2
2023,Alberta,15 to 17 years,Female,"Used  e-cigarette or vaping device, past 30 days",26.2
2023,Alberta,15 to 17 years,Female,Headache,8900.0
2023,Alberta,15 to 17 years,Female,Headache,3700.0
2023,Alberta,15 to 17 years,Female,Headache,14100.0
2023,Alberta,15 to 17 years,Female,Headache,15.6
2023,Alberta,15 to 17 years,Female,Headache,6.9
2023,Alberta,15 to 17 years,Female,Headache,24.3
2023,Alberta,15 to 17 years,Female,Backache,7300.0
2023,Alberta,15 to 17 years,Female,Backache,3100.0
2023,Alberta,15 to 17 years,Female,Backache,11400.0
2023,Alberta,15 to 17 years,Female,Backache,12.8
2023,Alberta,15 to 17 years,Female,Backache,5.6
2023,Alberta,15 to 17 years,Female,Backache,20.0
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,15500.0
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,8800.0
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,22100.0
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,27.6
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,17.2
2023,Alberta,15 to 17 years,Female,Difficulties in getting to sleep,38.1
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,6500.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,2300.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,10700.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,11.3
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,4.2
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,18.4
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",8100.0
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",3200.0
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",12900.0
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",14.2
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",5.9
2023,Alberta,15 to 17 years,Female,"Life satisfaction, satisfied or very satisfied",22.5
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,21500.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,14100.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,28800.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,39.3
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,28.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,50.5
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",8600.0
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",3500.0
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",13700.0
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",14.8
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",6.4
2023,Alberta,15 to 17 years,Female,"Preoccupied with a desire to be thinner, daily",23.3
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",11200.0
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",5600.0
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",16900.0
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",19.7
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",10.5
2023,Alberta,15 to 17 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",28.9
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",7400.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",2800.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",12000.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",12.8
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",5.2
2023,Alberta,15 to 17 years,Female,"Perceived mental health, excellent or very good",20.5
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",10400.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",4900.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",15900.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",18.0
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",8.9
2023,Alberta,15 to 17 years,Female,"Perceived mental health, fair or poor",27.0
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,10400.0
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,5300.0
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,15600.0
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,18.5
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,9.8
2023,Alberta,15 to 17 years,Female,Cannabis use in the past 12 months,27.2
2023,Alberta,15 to 17 years,Female,Headache,11000.0
2023,Alberta,15 to 17 years,Female,Headache,5300.0
2023,Alberta,15 to 17 years,Female,Headache,16700.0
2023,Alberta,15 to 17 years,Female,Headache,19.3
2023,Alberta,15 to 17 years,Female,Headache,9.8
2023,Alberta,15 to 17 years,Female,Headache,28.7
2023,Alberta,15 to 17 years,Female,Stomach ache,14800.0
2023,Alberta,15 to 17 years,Female,Stomach ache,8200.0
2023,Alberta,15 to 17 years,Female,Stomach ache,21300.0
2023,Alberta,15 to 17 years,Female,Stomach ache,26.4
2023,Alberta,15 to 17 years,Female,Stomach ache,15.6
2023,Alberta,15 to 17 years,Female,Stomach ache,37.2
2023,Alberta,15 to 17 years,Female,Backache,7900.0
2023,Alberta,15 to 17 years,Female,Backache,2900.0
2023,Alberta,15 to 17 years,Female,Backache,12900.0
2023,Alberta,15 to 17 years,Female,Backache,13.9
2023,Alberta,15 to 17 years,Female,Backache,5.3
2023,Alberta,15 to 17 years,Female,Backache,22.5
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,10900.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,5000.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,16800.0
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,18.8
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,9.4
2023,Alberta,15 to 17 years,Female,Changed eating habits to manage weight,28.3
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,12400.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,6200.0
2023,Alberta,15 to 17 years,Female,Met sleep guidelines in the last 7 days,18700.0
